id,source_id,error_start,normal_start,length,observed_tokens,method,aggregation,error_score,normal_score,gap,paired_win
13107,15103,260,226,11,4,current_increment,current,1.1748933669099346,0.9061085057710904,0.26878486113884426,1.0
13107,15103,260,226,11,4,current_increment,prefix_mean,2.258520686855502,1.1596502035400904,1.0988704833154117,1.0
13107,15103,260,226,11,4,prompt_only,current,-1.41362098501351,-1.2847563311782813,-0.12886465383522872,0.0
13107,15103,260,226,11,4,prompt_only,prefix_mean,-0.8955584772476697,-0.904016796000189,0.008458318752519345,1.0
13107,15103,260,226,11,8,full,current,-2.669763905350109,-3.721694692457525,1.0519307871074157,1.0
13107,15103,260,226,11,8,full,prefix_mean,-0.26516581206302936,-1.147798978866858,0.8826331668038288,1.0
13107,15103,260,226,11,8,history_mean,current,-0.6007602253716413,-0.7239895943265424,0.12322936895490111,1.0
13107,15103,260,226,11,8,history_mean,prefix_mean,-1.2261676061231512,-0.8500453912013868,-0.37612221492176445,0.0
13107,15103,260,226,11,8,current_increment,current,-2.069003679978468,-2.9977050981309823,0.9287014181525142,1.0
13107,15103,260,226,11,8,current_increment,prefix_mean,0.9610017940601219,-0.2977535876654712,1.2587553817255932,1.0
13107,15103,260,226,11,8,prompt_only,current,-3.2826362618935203,-2.807792247447554,-0.47484401444596624,0.0
13107,15103,260,226,11,8,prompt_only,prefix_mean,-1.2296253774170207,-1.9985538523622495,0.7689284749452288,1.0
13137,15108,277,333,43,1,full,current,-2.2551444803372807,-3.531321859984597,1.2761773796473164,1.0
13137,15108,277,333,43,1,full,prefix_mean,-2.2551444803372807,-3.531321859984597,1.2761773796473164,1.0
13137,15108,277,333,43,1,history_mean,current,-2.884136338972098,-4.370586727294904,1.4864503883228055,1.0
13137,15108,277,333,43,1,history_mean,prefix_mean,-2.884136338972098,-4.370586727294904,1.4864503883228055,1.0
13137,15108,277,333,43,1,current_increment,current,0.6289918586348175,0.8392648673103063,-0.2102730086754887,0.0
13137,15108,277,333,43,1,current_increment,prefix_mean,0.6289918586348175,0.8392648673103063,-0.2102730086754887,0.0
13137,15108,277,333,43,1,prompt_only,current,-0.9820573017985164,-5.349441177082488,4.367383875283972,1.0
13137,15108,277,333,43,1,prompt_only,prefix_mean,-0.9820573017985164,-5.349441177082488,4.367383875283972,1.0
13137,15108,277,333,43,2,full,current,-1.9689501476932525,-4.117638077480706,2.148687929787453,1.0
13137,15108,277,333,43,2,full,prefix_mean,-2.1120473140152667,-3.8244799687326516,1.712432654717385,1.0
13137,15108,277,333,43,2,history_mean,current,-2.7595530130536305,-4.3712881324884965,1.611735119434866,1.0
13137,15108,277,333,43,2,history_mean,prefix_mean,-2.8218446760128644,-4.3709374298917005,1.5490927538788362,1.0
13137,15108,277,333,43,2,current_increment,current,0.790602865360378,0.2536500550077907,0.5369528103525874,1.0
13137,15108,277,333,43,2,current_increment,prefix_mean,0.7097973619975978,0.5464574611590485,0.16333990083854932,1.0
13137,15108,277,333,43,2,prompt_only,current,-0.7165768815586502,-2.8359484966822475,2.1193716151235975,1.0
13137,15108,277,333,43,2,prompt_only,prefix_mean,-0.8493170916785833,-4.092694836882368,3.2433777452037846,1.0
13137,15108,277,333,43,4,full,current,-0.52039575807569,-3.7041272778713528,3.183731519795663,1.0
13137,15108,277,333,43,4,full,prefix_mean,-0.8423362154237576,-3.880842825168396,3.0385066097446387,1.0
13137,15108,277,333,43,4,history_mean,current,-2.158240696032556,-4.141002288282436,1.9827615922498802,1.0
13137,15108,277,333,43,4,history_mean,prefix_mean,-2.614071173223005,-4.306326650864165,1.6922554776411598,1.0
13137,15108,277,333,43,4,current_increment,current,1.6378449379568658,0.4368750104110837,1.2009699275457821,1.0
13137,15108,277,333,43,4,current_increment,prefix_mean,1.771734957799247,0.4254838256957686,1.3462511321034785,1.0
13137,15108,277,333,43,4,prompt_only,current,-1.2604477193699382,-4.951083866969305,3.690636147599367,1.0
13137,15108,277,333,43,4,prompt_only,prefix_mean,-0.6076779679334128,-4.584911322024705,3.977233354091292,1.0
13137,15108,277,333,43,8,full,current,1.4498862437088356,-2.312723999668219,3.7626102433770545,1.0
13137,15108,277,333,43,8,full,prefix_mean,-0.23915881260823182,-3.1011698831135375,2.8620110705053055,1.0
