case_id,source_id,side,world,next_top1_changed,sequence_margin,next_margin,tail_margin,mean_margin
14315_headwear_scope,14315,supported,event_0_selected_edge_1,False,7.618654516277795,6.387969970703125,1.23068454557467,0.6640710620478221
14315_headwear_scope,14315,supported,event_2_selected_edge_1_restore_state,False,7.6439883084705915,6.411663055419922,1.2323252530506696,0.6663754242791164
14315_headwear_scope,14315,supported,event_0_selected_edge_0.25_cut_both,False,7.546008105327787,6.318206787109375,1.227801318218412,0.657304314392766
14315_headwear_scope,14315,supported,event_3_value_source_1,False,7.644398388426646,6.412073135375977,1.2323252530506696,0.6664076824976419
14315_headwear_scope,14315,supported,event_1_selected_edge_relay_sham,False,7.6439883084705915,6.411663055419922,1.2323252530506696,0.6663754242791164
14315_headwear_scope,14315,supported,event_0_scope_and_value_1_cut_both,False,7.557273173649369,6.322561264038086,1.234711909611283,0.6583637809666312
14315_headwear_scope,14315,supported,event_3_selected_edge_0.25,False,7.573849377196176,6.341524124145508,1.2323252530506679,0.6599521008054763
14315_headwear_scope,14315,supported,event_0_supported_value_1_restore_state_blocked,False,7.544966396849496,6.312641143798828,1.2323252530506679,0.6572792366758884
14315_headwear_scope,14315,supported,event_2_supported_value_0.25_restore_state_blocked,False,7.544966396849496,6.312641143798828,1.2323252530506679,0.6572792366758884
14315_headwear_scope,14315,supported,event_2_selected_edge_random_0,False,7.614248691790641,6.406139373779297,1.2081093180113438,0.6635497666336352
14315_headwear_scope,14315,supported,event_1_value_source_1_restore_relay,False,7.639913873790166,6.402704238891602,1.2372096348985648,0.6660031785791498
14315_headwear_scope,14315,supported,event_2_scope_1,False,7.636654256606906,6.411663055419922,1.2249912011869846,0.665642019092748
14315_headwear_scope,14315,supported,event_0_scope_0.25_restore_state_blocked,False,7.544966396849496,6.312641143798828,1.2323252530506679,0.6572792366758884
14315_headwear_scope,14315,supported,event_0_selected_edge_0.25_restore_state_blocked,False,7.544966396849496,6.312641143798828,1.2323252530506679,0.6572792366758884
14315_headwear_scope,14315,supported,event_2_scope_and_value_0.25_restore_state_blocked,False,7.544966396849496,6.312641143798828,1.2323252530506679,0.6572792366758884
14315_headwear_scope,14315,supported,event_2_value_source_1_restore_state,False,7.6439883084705915,6.411663055419922,1.2323252530506696,0.6663754242791164
14315_headwear_scope,14315,supported,event_2_value_source_0.25_cut_both,False,7.544966396849496,6.312641143798828,1.2323252530506679,0.6572792366758884
14315_headwear_scope,14315,supported,event_2_selected_edge_1,False,7.623271792890968,6.402641296386719,1.2206304965042492,0.6643374356813643
14315_headwear_scope,14315,supported,event_2_scope_1_restore_state_blocked,False,7.544966396849496,6.312641143798828,1.2323252530506679,0.6572792366758884
14315_headwear_scope,14315,supported,event_1_supported_value_1_restore_state_blocked,False,7.631159481566293,6.398834228515625,1.2323252530506679,0.6652059276514456
14315_headwear_scope,14315,supported,event_1_scope_and_value_1_restore_state,False,7.6439883084705915,6.411663055419922,1.2323252530506696,0.6663754242791164
14315_headwear_scope,14315,supported,event_0_scope_and_value_0.25_restore_state_blocked,False,7.544966396849496,6.312641143798828,1.2323252530506679,0.6572792366758884
14315_headwear_scope,14315,supported,event_2_selected_edge_cut_relay,False,7.544966396849496,6.312641143798828,1.2323252530506679,0.6572792366758884
14315_headwear_scope,14315,supported,event_1_scope_1_restore_relay,False,7.622277879850698,6.3902587890625,1.2320190907881976,0.6643867894521794
14315_headwear_scope,14315,supported,event_0_selected_edge_1_cut_both,False,7.549644735394004,6.318960189819336,1.2306845455746682,0.6577289950256403
14315_headwear_scope,14315,supported,event_1_scope_and_value_1_restore_relay,False,7.629338007657525,6.400636672973633,1.2287013346838922,0.6649828474320955
14315_headwear_scope,14315,supported,event_0_scope_and_value_joint_sham,False,7.6439883084705915,6.411663055419922,1.2323252530506696,0.6663754242791164
14315_headwear_scope,14315,supported,event_3_value_source_0.25,False,7.6439883084705915,6.411663055419922,1.2323252530506696,0.6663754242791164
14315_headwear_scope,14315,supported,event_1_supported_value_1_cut_both,False,7.626192216554931,6.398551940917969,1.2276402756369622,0.6647207403533939
